LATITUDE,LONGITUDE,ELEVATION,DATE,TAVG,YEAR,MONTH,DAY,DAY_OF_WEEK,DAY_OF_YEAR
26.2,32.75,96.0,2015-05-05,27.9,2015,5,5,1,125
23.9667,32.7831,200.0,2019-10-06,33.4,2019,10,6,6,279
31.567,25.133,6.0,2010-04-11,16.2,2010,4,11,6,101
29.2,25.3167,-15.0,2009-07-26,33.8,2009,7,26,6,207
23.9667,32.7831,200.0,2006-02-04,17.8,2006,2,4,5,35
23.9667,32.7831,200.0,2015-06-09,37.8,2015,6,9,1,160
23.9667,32.7831,200.0,2018-01-30,18.2,2018,1,30,1,30
27.05,27.983,78.0,2010-05-09,35.8,2010,5,9,6,129
27.05,27.983,78.0,2016-06-11,31.2,2016,6,11,5,163
31.073,33.836,36.9,2018-01-07,13.5,2018,1,7,6,7
29.2,25.3167,-15.0,2016-07-16,30.1,2016,7,16,5,198
31.184,29.949,-1.8,2007-03-01,15.2,2007,3,1,3,60
28.083,30.733,40.0,2012-10-22,24.3,2012,10,22,0,296
23.9667,32.7831,200.0,2008-08-15,34.9,2008,8,15,4,228
28.083,30.733,40.0,2006-04-15,21.6,2006,4,15,5,105
31.3331,27.2167,25.0,2011-04-06,16.1,2011,4,6,2,96
29.2,25.3167,-15.0,2006-03-02,16.8,2006,3,2,3,61
23.9667,32.7831,200.0,2013-12-19,13.8,2013,12,19,3,353
25.45,30.533,73.0,2005-07-20,32.9,2005,7,20,2,201
31.3331,27.2167,25.0,2006-06-04,24.7,2006,6,4,6,155
25.4831,29.0,107.0,2024-08-30,38.3,2024,8,30,4,243
27.15,33.7167,16.0,2019-01-11,15.9,2019,1,11,4,11
29.2,25.3167,-15.0,2016-02-07,12.7,2016,2,7,6,38
25.45,30.533,73.0,2006-06-26,34.8,2006,6,26,0,177
25.45,30.533,73.0,2006-06-03,36.6,2006,6,3,5,154
31.184,29.949,-1.8,2012-03-30,15.0,2012,3,30,4,90
28.083,30.733,40.0,2012-09-05,29.7,2012,9,5,2,249
27.05,27.983,78.0,2011-07-17,31.9,2011,7,17,6,198
25.4831,29.0,107.0,2006-10-10,27.4,2006,10,10,1,283
25.45,30.533,73.0,2003-02-06,12.2,2003,2,6,3,37
27.15,33.7167,16.0,2004-11-24,17.3,2004,11,24,2,329
31.3331,27.2167,25.0,2002-03-27,14.5,2002,3,27,2,86
31.3331,27.2167,25.0,2004-06-09,21.6,2004,6,9,2,161
23.133,35.583,21.0,2004-01-16,18.9,2004,1,16,4,16
23.133,35.583,21.0,2005-06-21,36.1,2005,6,21,1,172
28.083,30.733,40.0,2001-10-03,24.4,2001,10,3,2,276
31.184,29.949,-1.8,2015-02-17,13.0,2015,2,17,1,48
25.45,30.533,73.0,2006-12-21,15.7,2006,12,21,3,355
31.073,33.836,36.9,2012-01-25,15.4,2012,1,25,2,25
28.083,30.733,40.0,2008-08-03,29.9,2008,8,3,6,216
25.45,30.533,73.0,2018-10-08,29.6,2018,10,8,0,281
31.567,25.133,6.0,2018-11-01,21.6,2018,11,1,3,305
26.2,32.75,96.0,2013-07-14,32.3,2013,7,14,6,195
31.073,33.836,36.9,2007-11-26,14.8,2007,11,26,0,330
31.567,25.133,6.0,2002-08-31,26.2,2002,8,31,5,243
25.4831,29.0,107.0,2015-09-19,30.4,2015,9,19,5,262
31.3331,27.2167,25.0,2003-04-09,15.3,2003,4,9,2,99
31.073,33.836,36.9,2002-04-12,17.4,2002,4,12,4,102
25.45,30.533,73.0,2002-12-13,17.2,2002,12,13,4,347
28.083,30.733,40.0,2018-08-23,29.9,2018,8,23,3,235
25.45,30.533,73.0,2012-06-26,33.5,2012,6,26,1,178
23.9667,32.7831,200.0,2019-06-18,35.8,2019,6,18,1,169
31.184,29.949,-1.8,2006-06-13,25.3,2006,6,13,1,164
27.15,33.7167,16.0,2002-07-30,37.9,2002,7,30,1,211
23.133,35.583,21.0,2024-03-19,21.4,2024,3,19,1,79
28.083,30.733,40.0,2011-06-07,29.2,2011,6,7,1,158
31.184,29.949,-1.8,2018-09-13,26.4,2018,9,13,3,256
29.2,25.3167,-15.0,2016-07-13,30.6,2016,7,13,2,195
23.9667,32.7831,200.0,2007-05-17,31.2,2007,5,17,3,137
27.05,27.983,78.0,2018-11-23,19.4,2018,11,23,4,327
25.4831,29.0,107.0,2008-07-29,33.3,2008,7,29,1,211
31.3331,27.2167,25.0,2011-12-19,13.9,2011,12,19,0,353
25.45,30.533,73.0,2005-04-17,28.0,2005,4,17,6,107
25.45,30.533,73.0,2023-12-11,18.0,2023,12,11,0,345
27.05,27.983,78.0,2003-11-30,16.0,2003,11,30,6,334
28.083,30.733,40.0,2008-12-22,15.6,2008,12,22,0,357
31.184,29.949,-1.8,2000-06-25,25.7,2000,6,25,6,177
28.083,30.733,40.0,2019-03-10,17.7,2019,3,10,6,69
28.083,30.733,40.0,2007-08-08,29.9,2007,8,8,2,220
31.567,25.133,6.0,2002-12-01,18.0,2002,12,1,6,335
26.2,32.75,96.0,2024-09-10,34.9,2024,9,10,1,254
27.15,33.7167,16.0,2003-05-11,29.0,2003,5,11,6,131
23.9667,32.7831,200.0,2018-09-16,29.8,2018,9,16,6,259
28.083,30.733,40.0,2003-09-09,26.5,2003,9,9,1,252
26.2,32.75,96.0,2007-12-30,16.2,2007,12,30,6,364
31.567,25.133,6.0,2009-03-07,17.7,2009,3,7,5,66
25.45,30.533,73.0,2018-05-22,37.6,2018,5,22,1,142
23.133,35.583,21.0,2009-02-09,22.3,2009,2,9,0,40
27.15,33.7167,16.0,2018-04-26,23.4,2018,4,26,3,116
31.3331,27.2167,25.0,2024-12-26,12.5,2024,12,26,3,361
29.2,25.3167,-15.0,2011-02-25,14.1,2011,2,25,4,56
31.3331,27.2167,25.0,2011-07-10,25.9,2011,7,10,6,191
26.2,32.75,96.0,2004-10-16,28.3,2004,10,16,5,290
31.073,33.836,36.9,2019-01-15,10.9,2019,1,15,1,15
31.184,29.949,-1.8,2003-12-16,15.8,2003,12,16,1,350
31.184,29.949,-1.8,2016-05-11,21.7,2016,5,11,2,132
27.15,33.7167,16.0,2001-07-26,31.5,2001,7,26,3,207
25.45,30.533,73.0,2008-08-24,34.6,2008,8,24,6,237
31.3331,27.2167,25.0,2020-06-11,23.7,2020,6,11,3,163
25.4831,29.0,107.0,2004-11-23,14.4,2004,11,23,1,328
28.083,30.733,40.0,2001-08-14,29.9,2001,8,14,1,226
28.083,30.733,40.0,2006-11-25,16.4,2006,11,25,5,329
23.9667,32.7831,200.0,2004-10-04,32.7,2004,10,4,0,278
23.133,35.583,21.0,2022-12-12,24.9,2022,12,12,0,346
31.073,33.836,36.9,2002-02-10,16.8,2002,2,10,6,41
28.083,30.733,40.0,2007-06-21,30.4,2007,6,21,3,172
29.2,25.3167,-15.0,2015-09-26,30.5,2015,9,26,5,269
28.083,30.733,40.0,2010-02-26,18.3,2010,2,26,4,57
31.073,33.836,36.9,2010-01-10,16.8,2010,1,10,6,10
25.45,30.533,73.0,2003-01-23,13.9,2003,1,23,3,23
31.073,33.836,36.9,2024-06-13,29.7,2024,6,13,3,165
29.2,25.3167,-15.0,2001-07-19,31.3,2001,7,19,3,200
31.184,29.949,-1.8,2016-10-27,23.0,2016,10,27,3,301
29.2,25.3167,-15.0,2013-09-15,28.6,2013,9,15,6,258
25.45,30.533,73.0,2024-10-13,31.4,2024,10,13,6,287
31.3331,27.2167,25.0,2014-03-13,14.6,2014,3,13,3,72
31.184,29.949,-1.8,2005-02-07,12.6,2005,2,7,0,38
27.15,33.7167,16.0,2019-10-10,29.6,2019,10,10,3,283
27.05,27.983,78.0,2010-06-02,29.1,2010,6,2,2,153
27.15,33.7167,16.0,2023-08-23,33.9,2023,8,23,2,235
28.083,30.733,40.0,2011-01-09,11.6,2011,1,9,6,9
29.2,25.3167,-15.0,2012-08-09,30.8,2012,8,9,3,222
29.2,25.3167,-15.0,2008-07-20,30.2,2008,7,20,6,202
31.073,33.836,36.9,2017-01-27,10.9,2017,1,27,4,27
26.2,32.75,96.0,2022-11-10,24.1,2022,11,10,3,314
31.567,25.133,6.0,2018-03-20,15.6,2018,3,20,1,79
27.15,33.7167,16.0,2007-07-05,31.8,2007,7,5,3,186
31.3331,27.2167,25.0,2010-06-02,21.7,2010,6,2,2,153
28.083,30.733,40.0,2005-05-25,24.9,2005,5,25,2,145
29.2,25.3167,-15.0,2013-02-02,13.7,2013,2,2,5,33
31.567,25.133,6.0,2012-11-24,16.4,2012,11,24,5,329
31.073,33.836,36.9,2004-11-05,21.7,2004,11,5,4,310
31.073,33.836,36.9,2012-08-22,27.3,2012,8,22,2,235
31.3331,27.2167,25.0,2020-11-27,15.4,2020,11,27,4,332
31.184,29.949,-1.8,2007-06-03,22.9,2007,6,3,6,154
28.083,30.733,40.0,2024-04-09,20.7,2024,4,9,1,100
31.3331,27.2167,25.0,2014-05-06,19.8,2014,5,6,1,126
23.9667,32.7831,200.0,2024-09-26,32.7,2024,9,26,3,270
29.2,25.3167,-15.0,2005-11-09,18.8,2005,11,9,2,313
27.05,27.983,78.0,2000-09-09,33.7,2000,9,9,5,253
23.9667,32.7831,200.0,2014-01-13,17.1,2014,1,13,0,13
23.9667,32.7831,200.0,2012-04-29,31.6,2012,4,29,6,120
29.2,25.3167,-15.0,2013-02-09,10.1,2013,2,9,5,40
29.2,25.3167,-15.0,2014-02-24,16.7,2014,2,24,0,55
31.3331,27.2167,25.0,2002-11-18,21.8,2002,11,18,0,322
23.9667,32.7831,200.0,2007-03-09,21.6,2007,3,9,4,68
31.073,33.836,36.9,2006-08-23,28.1,2006,8,23,2,235
27.15,33.7167,16.0,2002-11-26,20.4,2002,11,26,1,330
31.184,29.949,-1.8,2004-08-10,28.1,2004,8,10,1,223
23.9667,32.7831,200.0,2018-12-15,15.7,2018,12,15,5,349
28.083,30.733,40.0,2016-10-15,25.6,2016,10,15,5,289
26.2,32.75,96.0,2023-09-22,32.8,2023,9,22,4,265
25.45,30.533,73.0,2004-10-07,25.3,2004,10,7,3,281
28.083,30.733,40.0,2011-05-11,25.4,2011,5,11,2,131
27.15,33.7167,16.0,2014-07-12,35.4,2014,7,12,5,193
31.184,29.949,-1.8,2009-12-04,16.6,2009,12,4,4,338
25.45,30.533,73.0,2009-07-27,33.9,2009,7,27,0,208
29.2,25.3167,-15.0,2011-12-16,14.7,2011,12,16,4,350
31.184,29.949,-1.8,2009-04-07,17.8,2009,4,7,1,97
25.45,30.533,73.0,2011-09-24,29.1,2011,9,24,5,267
25.4831,29.0,107.0,2010-08-12,32.6,2010,8,12,3,224
23.9667,32.7831,200.0,2006-11-28,19.8,2006,11,28,1,332
28.083,30.733,40.0,2022-06-19,29.3,2022,6,19,6,170
25.4831,29.0,107.0,2004-05-04,24.4,2004,5,4,1,125
27.05,27.983,78.0,2009-05-09,22.2,2009,5,9,5,129
31.567,25.133,6.0,2006-09-23,22.6,2006,9,23,5,266
29.2,25.3167,-15.0,2004-03-21,17.3,2004,3,21,6,81
23.9667,32.7831,200.0,2017-11-20,21.6,2017,11,20,0,324
23.9667,32.7831,200.0,2011-07-22,36.1,2011,7,22,4,203
28.083,30.733,40.0,2010-01-01,15.9,2010,1,1,4,1
31.3331,27.2167,25.0,2001-12-02,15.1,2001,12,2,6,336
27.15,33.7167,16.0,2011-12-13,16.9,2011,12,13,1,347
31.3331,27.2167,25.0,2006-07-05,25.7,2006,7,5,2,186
28.083,30.733,40.0,2001-02-06,12.7,2001,2,6,1,37
27.15,33.7167,16.0,2012-07-10,33.5,2012,7,10,1,192
31.184,29.949,-1.8,2011-09-22,25.9,2011,9,22,3,265
31.3331,27.2167,25.0,2015-09-27,26.9,2015,9,27,6,270
26.2,32.75,96.0,2005-09-01,32.6,2005,9,1,3,244
23.9667,32.7831,200.0,2017-11-06,22.0,2017,11,6,0,310
25.45,30.533,73.0,2022-09-01,31.3,2022,9,1,3,244
31.3331,27.2167,25.0,2005-07-18,25.7,2005,7,18,0,199
31.567,25.133,6.0,2008-06-30,27.2,2008,6,30,0,182
31.567,25.133,6.0,2007-10-08,22.2,2007,10,8,0,281
26.2,32.75,96.0,2012-11-09,24.8,2012,11,9,4,314
23.9667,32.7831,200.0,2019-08-08,34.1,2019,8,8,3,220
26.2,32.75,96.0,2015-02-03,17.1,2015,2,3,1,34
31.3331,27.2167,25.0,2023-11-04,24.1,2023,11,4,5,308
31.073,33.836,36.9,2007-07-21,27.8,2007,7,21,5,202
23.133,35.583,21.0,2017-01-20,21.7,2017,1,20,4,20
31.3331,27.2167,25.0,2024-07-22,28.4,2024,7,22,0,204
31.3331,27.2167,25.0,2012-02-14,13.9,2012,2,14,1,45
27.05,27.983,78.0,2015-03-09,18.4,2015,3,9,0,68
31.184,29.949,-1.8,2020-03-29,17.9,2020,3,29,6,89
23.9667,32.7831,200.0,2011-09-09,33.2,2011,9,9,4,252
23.9667,32.7831,200.0,2003-10-03,28.8,2003,10,3,4,276
28.083,30.733,40.0,2011-06-23,30.2,2011,6,23,3,174
25.4831,29.0,107.0,2017-05-20,25.4,2017,5,20,5,140
31.567,25.133,6.0,2017-10-18,21.3,2017,10,18,2,291
31.184,29.949,-1.8,2001-11-06,18.6,2001,11,6,1,310
31.073,33.836,36.9,2001-07-02,25.7,2001,7,2,0,183
27.15,33.7167,16.0,2015-01-26,21.9,2015,1,26,0,26
28.083,30.733,40.0,2011-09-29,27.6,2011,9,29,3,272
23.9667,32.7831,200.0,2004-09-21,33.4,2004,9,21,1,265
23.9667,32.7831,200.0,2012-04-25,28.6,2012,4,25,2,116
28.083,30.733,40.0,2003-12-30,10.8,2003,12,30,1,364
27.15,33.7167,16.0,2011-03-21,25.0,2011,3,21,0,80
23.9667,32.7831,200.0,2023-11-09,29.8,2023,11,9,3,313
25.45,30.533,73.0,2022-07-18,32.5,2022,7,18,0,199
25.4831,29.0,107.0,2007-09-21,28.6,2007,9,21,4,264
27.15,33.7167,16.0,2008-01-24,16.0,2008,1,24,3,24
26.2,32.75,96.0,2024-08-08,39.7,2024,8,8,3,221
31.184,29.949,-1.8,2022-04-05,24.3,2022,4,5,1,95
25.45,30.533,73.0,2000-01-23,14.7,2000,1,23,6,23
27.05,27.983,78.0,2004-07-07,32.3,2004,7,7,2,189
23.9667,32.7831,200.0,2001-09-01,32.2,2001,9,1,5,244
29.2,25.3167,-15.0,2013-10-03,27.0,2013,10,3,3,276
31.567,25.133,6.0,2009-11-27,16.5,2009,11,27,4,331
23.133,35.583,21.0,2012-01-24,18.9,2012,1,24,1,24
23.9667,32.7831,200.0,2016-12-20,14.4,2016,12,20,1,355
31.567,25.133,6.0,2010-12-18,11.0,2010,12,18,5,352
25.45,30.533,73.0,2024-12-09,18.1,2024,12,9,0,344
29.2,25.3167,-15.0,2001-03-23,23.7,2001,3,23,4,82
25.45,30.533,73.0,2008-10-09,27.8,2008,10,9,3,283
31.567,25.133,6.0,2008-01-19,11.7,2008,1,19,5,19
31.073,33.836,36.9,2010-07-29,26.9,2010,7,29,3,210
31.567,25.133,6.0,2008-09-20,23.9,2008,9,20,5,264
27.15,33.7167,16.0,2018-03-24,24.6,2018,3,24,5,83
25.4831,29.0,107.0,2003-04-17,24.8,2003,4,17,3,107
23.9667,32.7831,200.0,2011-02-08,18.8,2011,2,8,1,39
31.184,29.949,-1.8,2010-05-06,21.3,2010,5,6,3,126
27.05,27.983,78.0,2016-12-01,15.6,2016,12,1,3,336
31.567,25.133,6.0,2024-09-20,25.9,2024,9,20,4,264
31.3331,27.2167,25.0,2019-06-06,23.1,2019,6,6,3,157
26.2,32.75,96.0,2008-11-15,19.7,2008,11,15,5,320
31.3331,27.2167,25.0,2024-04-09,18.9,2024,4,9,1,100
25.4831,29.0,107.0,2009-02-02,13.3,2009,2,2,0,33
31.3331,27.2167,25.0,2008-01-27,14.4,2008,1,27,6,27
23.9667,32.7831,200.0,2002-02-10,23.3,2002,2,10,6,41
28.083,30.733,40.0,2023-07-22,29.3,2023,7,22,5,203
28.083,30.733,40.0,2022-05-25,28.4,2022,5,25,2,145
25.45,30.533,73.0,2009-11-18,19.9,2009,11,18,2,322
31.567,25.133,6.0,2017-12-19,15.4,2017,12,19,1,353
31.184,29.949,-1.8,2016-01-18,13.6,2016,1,18,0,18
27.15,33.7167,16.0,2011-07-03,31.0,2011,7,3,6,184
23.9667,32.7831,200.0,2013-10-19,28.0,2013,10,19,5,292
25.4831,29.0,107.0,2001-10-03,26.8,2001,10,3,2,276
27.05,27.983,78.0,2019-09-11,28.6,2019,9,11,2,254
31.073,33.836,36.9,2008-09-20,25.7,2008,9,20,5,264
28.083,30.733,40.0,2017-04-12,22.1,2017,4,12,2,102
31.073,33.836,36.9,2002-12-09,17.3,2002,12,9,0,343
25.45,30.533,73.0,2013-10-18,26.4,2013,10,18,4,291
31.567,25.133,6.0,2007-10-01,23.9,2007,10,1,0,274
31.184,29.949,-1.8,2007-04-27,20.2,2007,4,27,4,117
26.2,32.75,96.0,2012-03-21,18.1,2012,3,21,2,81
28.083,30.733,40.0,2018-03-29,18.2,2018,3,29,3,88
31.567,25.133,6.0,2012-09-02,24.2,2012,9,2,6,246
28.083,30.733,40.0,2014-05-03,29.3,2014,5,3,5,123
25.45,30.533,73.0,2022-09-05,31.5,2022,9,5,0,248
31.3331,27.2167,25.0,2020-01-08,10.6,2020,1,8,2,8
31.184,29.949,-1.8,2014-11-28,18.3,2014,11,28,4,332
25.45,30.533,73.0,2012-02-25,16.4,2012,2,25,5,56
23.9667,32.7831,200.0,2011-07-15,36.4,2011,7,15,4,196
31.3331,27.2167,25.0,2010-07-25,27.9,2010,7,25,6,206
27.15,33.7167,16.0,2024-06-06,35.0,2024,6,6,3,158
25.45,30.533,73.0,2015-01-20,15.7,2015,1,20,1,20
23.9667,32.7831,200.0,2009-10-02,29.9,2009,10,2,4,275
29.2,25.3167,-15.0,2007-04-21,25.7,2007,4,21,5,111
25.4831,29.0,107.0,2002-11-05,21.7,2002,11,5,1,309
27.05,27.983,78.0,2008-10-26,20.7,2008,10,26,6,300
23.9667,32.7831,200.0,2015-12-26,16.4,2015,12,26,5,360
31.567,25.133,6.0,2010-11-26,19.2,2010,11,26,4,330
31.073,33.836,36.9,2002-07-14,27.8,2002,7,14,6,195
27.05,27.983,78.0,2015-09-02,32.8,2015,9,2,2,245
29.2,25.3167,-15.0,2010-06-21,37.3,2010,6,21,0,172
31.073,33.836,36.9,2009-05-18,26.1,2009,5,18,0,138
27.15,33.7167,16.0,2018-06-29,31.1,2018,6,29,4,180
31.073,33.836,36.9,2009-02-05,17.1,2009,2,5,3,36
27.15,33.7167,16.0,2021-03-26,19.0,2021,3,26,4,85
31.3331,27.2167,25.0,2020-06-09,24.3,2020,6,9,1,161
26.2,32.75,96.0,2013-01-18,19.7,2013,1,18,4,18
29.2,25.3167,-15.0,2003-11-30,14.2,2003,11,30,6,334
31.3331,27.2167,25.0,2009-10-27,23.0,2009,10,27,1,300
27.15,33.7167,16.0,2012-01-19,14.6,2012,1,19,3,19
26.2,32.75,96.0,2017-05-10,33.4,2017,5,10,2,130
23.9667,32.7831,200.0,2014-08-04,36.1,2014,8,4,0,216
25.4831,29.0,107.0,2002-01-03,11.3,2002,1,3,3,3
25.45,30.533,73.0,2020-03-07,18.7,2020,3,7,5,67
23.9667,32.7831,200.0,2013-06-26,34.6,2013,6,26,2,177
31.073,33.836,36.9,2000-08-22,26.7,2000,8,22,1,235
31.3331,27.2167,25.0,2024-10-28,22.7,2024,10,28,0,302
31.073,33.836,36.9,2003-12-06,15.2,2003,12,6,5,340
27.05,27.983,78.0,2001-12-21,13.1,2001,12,21,4,355
31.3331,27.2167,25.0,2022-09-16,24.4,2022,9,16,4,259
31.3331,27.2167,25.0,2013-07-27,26.3,2013,7,27,5,208
28.083,30.733,40.0,2015-09-27,30.1,2015,9,27,6,270
29.2,25.3167,-15.0,2009-02-16,12.5,2009,2,16,0,47
26.2,32.75,96.0,2010-02-07,13.3,2010,2,7,6,38
25.4831,29.0,107.0,2015-05-10,28.9,2015,5,10,6,130
27.05,27.983,78.0,2016-08-18,31.0,2016,8,18,3,231
31.567,25.133,6.0,2015-03-24,16.2,2015,3,24,1,83
28.083,30.733,40.0,2004-09-26,29.2,2004,9,26,6,270
31.073,33.836,36.9,2013-06-20,26.8,2013,6,20,3,171
23.9667,32.7831,200.0,2022-08-03,35.3,2022,8,3,2,215
29.2,25.3167,-15.0,2004-04-05,17.7,2004,4,5,0,96
23.133,35.583,21.0,2024-06-11,31.9,2024,6,11,1,163
28.083,30.733,40.0,2010-03-31,18.4,2010,3,31,2,90
27.15,33.7167,16.0,2017-06-16,31.2,2017,6,16,4,167
25.45,30.533,73.0,2014-06-14,31.1,2014,6,14,5,165
31.073,33.836,36.9,2007-12-04,16.4,2007,12,4,1,338
28.083,30.733,40.0,2014-01-18,14.2,2014,1,18,5,18
26.2,32.75,96.0,2016-01-09,15.6,2016,1,9,5,9
31.073,33.836,36.9,2025-01-01,14.9,2025,1,1,2,1
29.2,25.3167,-15.0,2013-07-13,28.9,2013,7,13,5,194
25.45,30.533,73.0,2006-07-23,32.3,2006,7,23,6,204
25.45,30.533,73.0,2016-03-05,18.2,2016,3,5,5,65
23.9667,32.7831,200.0,2002-12-23,14.0,2002,12,23,0,357
25.45,30.533,73.0,2003-09-04,35.8,2003,9,4,3,247
23.133,35.583,21.0,2007-11-03,27.4,2007,11,3,5,307
31.567,25.133,6.0,2017-06-12,22.1,2017,6,12,0,163
25.45,30.533,73.0,2021-09-18,28.8,2021,9,18,5,261
29.2,25.3167,-15.0,2008-06-08,35.7,2008,6,8,6,160
27.15,33.7167,16.0,2000-04-05,25.3,2000,4,5,2,96
31.184,29.949,-1.8,2007-02-03,12.7,2007,2,3,5,34
28.083,30.733,40.0,2024-01-16,12.1,2024,1,16,1,16
25.45,30.533,73.0,2018-01-17,15.1,2018,1,17,2,17
25.45,30.533,73.0,2003-03-22,18.8,2003,3,22,5,81
27.15,33.7167,16.0,2013-10-30,23.7,2013,10,30,2,303
25.45,30.533,73.0,2013-04-10,21.8,2013,4,10,2,100
27.15,33.7167,16.0,2014-03-11,20.0,2014,3,11,1,70
27.05,27.983,78.0,2013-02-27,20.6,2013,2,27,2,58
26.2,32.75,96.0,2004-10-29,26.3,2004,10,29,4,303
23.9667,32.7831,200.0,2001-09-04,36.7,2001,9,4,1,247
29.2,25.3167,-15.0,2008-05-29,28.2,2008,5,29,3,150
25.45,30.533,73.0,2003-07-14,30.4,2003,7,14,0,195
23.9667,32.7831,200.0,2007-02-18,17.8,2007,2,18,6,49
25.45,30.533,73.0,2018-03-16,27.2,2018,3,16,4,75
31.184,29.949,-1.8,2013-05-19,25.6,2013,5,19,6,139
23.9667,32.7831,200.0,2018-05-23,42.2,2018,5,23,2,143
27.15,33.7167,16.0,2023-04-28,27.1,2023,4,28,4,118
28.083,30.733,40.0,2002-02-10,14.5,2002,2,10,6,41
23.133,35.583,21.0,2003-11-21,24.3,2003,11,21,4,325
31.3331,27.2167,25.0,2012-05-10,21.1,2012,5,10,3,131
26.2,32.75,96.0,2022-09-23,36.8,2022,9,23,4,266
27.15,33.7167,16.0,2007-01-08,15.3,2007,1,8,0,8
23.133,35.583,21.0,2007-05-22,24.7,2007,5,22,1,142
25.4831,29.0,107.0,2004-07-19,29.7,2004,7,19,0,201
23.9667,32.7831,200.0,2022-07-13,34.0,2022,7,13,2,194
26.2,32.75,96.0,2007-06-09,32.6,2007,6,9,5,160
26.2,32.75,96.0,2024-09-03,39.6,2024,9,3,1,247
31.567,25.133,6.0,2010-10-23,20.2,2010,10,23,5,296
25.45,30.533,73.0,2005-11-05,19.7,2005,11,5,5,309
27.15,33.7167,16.0,2006-04-19,26.7,2006,4,19,2,109
26.2,32.75,96.0,2017-04-26,25.6,2017,4,26,2,116
31.567,25.133,6.0,2002-06-08,22.3,2002,6,8,5,159
27.15,33.7167,16.0,2007-07-02,32.1,2007,7,2,0,183
23.9667,32.7831,200.0,2011-02-11,16.2,2011,2,11,4,42
31.073,33.836,36.9,2012-05-01,22.1,2012,5,1,1,122
31.184,29.949,-1.8,2006-02-15,11.0,2006,2,15,2,46
26.2,32.75,96.0,2010-11-15,25.0,2010,11,15,0,319
31.3331,27.2167,25.0,2008-09-21,26.2,2008,9,21,6,265
31.567,25.133,6.0,2017-12-13,14.6,2017,12,13,2,347
31.073,33.836,36.9,2006-04-01,16.3,2006,4,1,5,91
26.2,32.75,96.0,2023-03-28,26.8,2023,3,28,1,87
27.15,33.7167,16.0,2000-04-16,23.7,2000,4,16,6,107
25.45,30.533,73.0,2016-01-12,17.7,2016,1,12,1,12
25.4831,29.0,107.0,2017-10-24,21.7,2017,10,24,1,297
28.083,30.733,40.0,2020-09-04,31.2,2020,9,4,4,248
29.2,25.3167,-15.0,2005-10-15,25.4,2005,10,15,5,288
23.9667,32.7831,200.0,2022-07-20,35.7,2022,7,20,2,201
31.073,33.836,36.9,2016-01-09,12.9,2016,1,9,5,9
23.133,35.583,21.0,2009-01-04,18.0,2009,1,4,6,4
27.15,33.7167,16.0,2010-11-28,24.6,2010,11,28,6,332
31.3331,27.2167,25.0,2024-11-17,19.2,2024,11,17,6,322
27.15,33.7167,16.0,2003-04-06,25.8,2003,4,6,6,96
31.567,25.133,6.0,2001-02-26,19.3,2001,2,26,0,57
23.9667,32.7831,200.0,2007-05-18,31.0,2007,5,18,4,138
31.184,29.949,-1.8,2020-11-23,19.7,2020,11,23,0,328
31.567,25.133,6.0,2017-08-30,24.6,2017,8,30,2,242
27.05,27.983,78.0,2011-08-10,31.1,2011,8,10,2,222
23.9667,32.7831,200.0,2003-04-10,27.2,2003,4,10,3,100
31.3331,27.2167,25.0,2001-04-16,19.9,2001,4,16,0,106
26.2,32.75,96.0,2011-05-19,29.3,2011,5,19,3,139
27.05,27.983,78.0,2001-08-02,35.1,2001,8,2,3,214
31.567,25.133,6.0,2006-04-18,20.3,2006,4,18,1,108
23.9667,32.7831,200.0,2013-08-20,33.7,2013,8,20,1,232
31.3331,27.2167,25.0,2006-11-11,17.8,2006,11,11,5,315
28.083,30.733,40.0,2010-07-29,29.7,2010,7,29,3,210
27.05,27.983,78.0,2015-02-09,13.6,2015,2,9,0,40
26.2,32.75,96.0,2016-10-28,24.8,2016,10,28,4,302
23.133,35.583,21.0,2012-03-27,21.6,2012,3,27,1,87
31.3331,27.2167,25.0,2006-04-09,17.1,2006,4,9,6,99
31.3331,27.2167,25.0,2024-10-14,24.7,2024,10,14,0,288
31.184,29.949,-1.8,2012-06-20,26.6,2012,6,20,2,172
31.073,33.836,36.9,2016-09-04,27.9,2016,9,4,6,248
25.4831,29.0,107.0,2006-11-19,18.2,2006,11,19,6,323
27.05,27.983,78.0,2011-08-18,30.6,2011,8,18,3,230
23.9667,32.7831,200.0,2003-07-11,32.1,2003,7,11,4,192
27.05,27.983,78.0,2014-09-26,30.8,2014,9,26,4,269
31.073,33.836,36.9,2009-07-20,28.0,2009,7,20,0,201
29.2,25.3167,-15.0,2002-04-03,18.2,2002,4,3,2,93
31.184,29.949,-1.8,2021-12-13,17.8,2021,12,13,0,347
28.083,30.733,40.0,2020-08-07,31.6,2020,8,7,4,220
23.9667,32.7831,200.0,2018-10-05,34.1,2018,10,5,4,278
26.2,32.75,96.0,2005-05-01,31.6,2005,5,1,6,121
31.567,25.133,6.0,2005-10-15,21.3,2005,10,15,5,288
31.184,29.949,-1.8,2001-07-31,27.7,2001,7,31,1,212
28.083,30.733,40.0,2015-01-23,14.5,2015,1,23,4,23
23.133,35.583,21.0,2015-03-03,22.3,2015,3,3,1,62
27.15,33.7167,16.0,2018-11-02,26.2,2018,11,2,4,306
31.073,33.836,36.9,2014-07-29,26.5,2014,7,29,1,210
